x,y,value
1987.6383657425665,2201.98534163317,68
1564.88408171229,1474.8589376616346,92
2088.330646297427,1082.5106625699882,96
1758.9502827109422,789.5662992043452,65
1566.8966471185954,949.2965110594138,84
1553.5448599448555,1992.1409520653588,60
1082.9670912788836,1399.6329652086206,60
1813.6442644925205,1256.1847484016712,59
1540.0840371561758,1201.9615917700553,83
1309.190424333763,1602.4681334621173,54
2113.417289830401,1440.2176564792346,72
935.0783914769647,1423.3791315024002,74
1348.9384567081484,2234.607167267396,78
2074.045778814132,2328.953344292843,89
1717.947874884492,754.9343669075282,62
1536.2569405979866,1723.7415689335053,96
1685.6881759994385,1171.5141540513303,81
1649.8934899487858,1435.8196464314797,83
801.8551312814046,1714.5843959253737,61
1385.5554617503844,1453.5852448965668,73
2368.44723168124,1675.175143675843,89
1230.5243370357814,1896.430306377985,70
1401.0358973721982,1707.2336036321863,78
1289.3760227697715,1236.5270512782147,72
1516.6787927652965,1245.3453998768646,82
1268.6249887622162,840.0925550530087,57
1803.5571555033953,1132.9850546016673,91
1658.8431105694985,2540.9793843112902,62
1946.9602119778742,1163.9434163144042,54
1034.7158213298849,963.2557971401164,90
1390.0161629829136,1719.909134284413,59
1447.3250886182977,1504.7628237160966,63
1788.0098594686626,1462.1485849374137,73
1163.575805820848,2264.4681865680714,60
2018.0133065535374,1834.508541141209,95
2153.3941996831695,1294.9487375102888,52
1065.7502306065733,1347.7072445661365,78
1314.7499569775823,1308.651946409184,97
1294.2206502783192,1997.315014152155,79
2876.3795067631145,1405.8713886354576,98
1345.236351820422,663.3684521349511,86
2398.9991255024324,1535.7853639948542,56
926.8704068710605,791.4322027980619,66
1065.3609213421835,2652.0605042394773,69
1216.8841385002647,1077.111246438411,60
1137.341748701104,1479.012820683161,93
1426.2370373451158,1689.046570712595,74
1205.7973030636163,1415.6161230224113,73
1150.5156080570785,1414.9300026289302,51
2139.422402661029,1770.858846442465,76
2172.083215680948,2323.053182760166,68
2034.8346536120232,1943.6997442706752,78
1822.1858822165293,2299.2021426487977,86
1606.5579373141413,1036.6356493152755,60
1311.6710590914108,1718.626519989707,68
1083.6076520468193,1637.5682293911661,77
1741.6842561407088,1735.4908492003938,88
973.3712081509664,2248.0611886798124,70
1063.2259398366687,1449.5506284659994,75
2136.64303252677,1357.1935200849825,71
2510.5109252854086,1826.9356020713583,55
1756.8339735076056,670.8438395791027,60
2113.4149805716875,1441.5191788009372,63
1437.2622457023735,1492.8463587192998,85
891.3493113805232,1099.7658952085637,89
1866.2722137336573,2088.4747090403152,90
1844.8310660593972,1028.8250446903844,51
1596.0206813644872,1492.0086791801282,92
1438.9986753718097,1706.5238160235106,69
2041.2916937149143,2236.6709841000857,71
1067.319887710628,1554.6669859215997,88
1173.2961149790362,2028.0220004261316,53
1056.1331510441512,1910.2429020005902,78
1602.6728857422788,1621.6739814465977,95
1016.2398983697361,1015.1884992252986,73
1218.0653141667435,842.654772909852,50
1207.3086233107663,1613.1979040716196,73
1429.8822382573862,1288.5967664107197,79
816.4991812223768,2019.5757492026723,61
1603.7889004429987,1932.8734624113151,68
2183.838229756704,1467.6397061435016,86
1627.9320905827462,981.0887413913917,89
2330.8469768250256,1815.312978165663,92
2227.185497362828,1050.9704802944511,53
1949.0539280482926,1180.713241896594,64
1597.5293257428082,1070.2373342544493,69
1571.436598547085,1490.6946923920498,93
1942.0862906059951,2145.041370397307,69
1364.351099672349,1557.424768250262,70
618.9260286906334,1338.3358571481785,59
1806.1884314758452,797.1377383394043,79
994.6520894568796,1836.0074957269478,73
1079.1157903291728,1169.7429003977127,97
1560.2983784222592,1618.7040129410748,89
1512.6239656476303,1382.8358954037062,89
854.1486012665501,1979.0338131617452,87
1642.9321864909355,1481.3270073477504,52
2043.2562348548895,1530.4820261005007,78
996.0156192914739,1802.8187770897562,57
2196.428069848745,2613.4152944936195,78
780.1009918593933,2004.1686685413035,59
2618.848476609842,1515.6421501877217,54
1354.5561891826237,1561.5441986696705,60
1632.994902837811,1297.515473199809,53
614.1696181815303,1084.9473516021787,98
1529.118371189711,1283.5698098288653,84
1674.4274932834612,1173.8707215060551,99
1517.105352374618,1886.6293952599692,89
1278.6458658981785,1024.3477744275333,61
1086.9041451604578,2226.5504840520484,70
2125.4497141930206,1935.9683951714412,65
1575.5899719233403,1570.1960680458606,63
2330.5625926827515,1560.1045090945606,70
1296.9452270269037,1281.3045485547495,97
1342.7890577382568,1694.9874090359085,76
1967.9835267224466,2103.991434966321,85
748.6989234225832,1208.3669722341197,50
953.4547243479037,793.2491589026612,50
2108.928890100947,1911.5543307903984,71
974.2194398127679,1722.1281904839266,64
650.6608967730914,999.8458026414366,69
2494.4499984609106,1193.2495179049674,52
863.2775804872625,1130.393066336956,63
1652.24610358845,1197.6790688449018,58
1594.7290007865008,1398.1038263414325,68
154.87224611532338,1426.6715512216529,89
1426.5278928404607,1234.5483758277962,83
1784.3930291639201,1180.8632936120623,53
1737.3410951837955,1445.5530314023356,82
2011.946746326116,1643.790970791807,92
1366.4407469716482,1401.7969351796041,86
1916.4386254704457,2139.278715032677,51
1215.5218703843293,1813.9890605724197,76
854.9526962179777,764.5222749326784,94
911.322216583749,1821.809086068953,66
829.1311768266579,1862.7171946548178,98
2064.979388369962,1342.5777192999308,99
802.899649895087,812.3464097104486,80
1697.2058247490168,1563.9785830675944,90
1427.2243073881486,1556.0908776209044,55
1508.8621176990496,999.122085095429,80
2241.9900520242154,834.3355952320586,52
1340.9727208167285,1516.1684301353066,89
1865.987185199207,1443.4066073366155,52
1578.9680801149211,1351.3125207008295,82
1484.1769516080162,1518.2398359887457,62
2710.170966617602,1008.5570164518668,70
839.5155315666805,1342.5348969289694,86
2204.7523221430874,1826.6077186692,65
1888.3896871693514,1384.960163186382,70
1320.4239071084733,723.9589674657504,97
2374.8456631451713,1323.5990645002405,93
636.1313482300969,1024.8659716085963,62
1299.3030757748295,1693.5133515928917,53
955.9453022898272,1719.363905052239,80
1766.2281368600952,730.5578908190109,58
1003.6543538307765,1939.451688653121,97
1776.718377795025,1003.8520527227472,82
1466.9681965135883,2339.536348603202,86
1320.5094330963232,1535.557071111718,86
1754.5100274410206,936.7484540924453,73
1425.8755924553332,988.9521680156857,74
1015.8689828948459,1733.9928492556987,90
2960.8728992418546,1364.2952584128375,78
1316.602812909793,1511.618248552956,89
451.3818643483578,2366.335319710546,99
1139.1370595636708,1210.3231712474887,96
926.5480602380002,1589.9266322098797,85
1973.259212444623,2269.867447048553,64
1721.0127342201583,1695.2019410952264,94
1759.5428053195374,756.6438356830234,67
1375.175171505743,1812.6397092280947,69
1420.5112808959045,978.4437744703043,54
1374.720852620531,2263.348967728509,67
1519.5898123566303,1148.5114008630376,89
1977.8531221067828,3044.6999572348586,50
1728.2241106770384,2293.6331975258654,68
1810.2428192347986,1161.638918548037,72
1809.9658585489667,1569.9521058628316,75
2002.4076231152342,1936.767344178758,98
1704.2614251944926,1951.7754404753803,78
1739.6104407638247,1781.113333350125,83
2154.5895250209437,2186.0247218450813,68
1227.6634454228092,1498.4607300448417,97
1132.3151144486117,1376.5863690740098,67
967.2256048309373,1386.513209399721,51
1651.6436862344933,1989.13181934809,76
633.3202838148036,1742.5357235133495,55
1791.2634524542038,1705.5870362071546,88
1505.5898571740888,1957.5623279906174,55
2127.5062543348936,534.4189994350988,55
1224.2277491918699,1714.9796152996016,80
1458.527261715612,1669.2296477988843,90
2121.2880710710497,2394.349244012379,89
2251.7542278134415,795.6512122301929,79
1220.1102215484552,2338.5385195504055,70
1651.0770207179453,1597.6497678243593,90
1707.3958932663893,1804.439968692049,93
1747.0131072349395,2397.9045971667147,67
1428.8985747665542,1840.325837364813,72
2200.8781034861827,1760.1293480933068,87
615.3346626135926,1681.0907962631857,72
1349.6212870238232,1318.206135864838,77
1784.1517708108388,1545.70064110683,85
1788.798810399037,1202.188820300652,74
2236.565919731747,1537.6617536492854,56
2159.299101025009,391.97985483447815,67
1417.4155917707535,1774.4649871458007,69
2210.1220261896674,1499.0765764702137,54
1203.1655325356378,1391.8433350286443,67
2025.630095820284,1669.824245332098,91
2465.447643634862,843.163241879306,89
2167.6584578518496,2524.5802016726675,82
1613.0715961864269,1508.5614726182266,64
1394.2970185383042,1487.0229868759316,84
795.8907562947221,1077.2470982955651,96
1715.4562233814672,1571.918394586657,95
1002.5777904389057,2253.4251484986667,50
1163.6190726173968,2077.9033080780437,70
964.8135040560295,1987.1640789323044,57
1329.9902380960377,1833.1446791956623,56
1546.2016971808741,1380.6739395807215,90
1696.9936950072179,834.8636198436755,99
1259.9330867173835,1459.4258174287088,93
2094.8282576219567,1442.0094710951878,89
1456.0837754293823,2084.342423197647,89
1166.3251877916057,1714.6404245919366,79
1673.3325380460835,2366.1009673138005,87
2541.962821196273,2158.6894733811137,84
1727.7666876919243,1331.6973986099786,51
1378.7585907375617,662.3806050520923,95
796.4557263650132,2252.732820332767,57
1450.48024393833,2239.6378149773986,87
1677.650466968423,876.8394079109133,53
1366.3959587965803,2314.565213275777,86
727.4940853038655,1751.0037886582854,70
1134.9037096726483,1640.2879524248528,62
2287.455634868244,2367.33683048569,58
2277.1869062895958,2232.287789977334,94
1116.8668198220662,1885.6106793596282,78
1896.5647980240763,1796.553736268018,90
970.9000120392784,1868.142348627206,73
2262.3445454218413,1359.9164864207635,65
1682.8043283714835,1532.394478495866,61
2035.007153732632,1108.7866260647552,51
702.6397308330958,1393.425315492567,68
1899.0049553868093,1376.62826402756,79
1556.3493725821136,1242.292518551194,65
1986.1509398197866,1628.318454686258,73
2017.62030347329,1397.9547780117377,62
1593.07874916174,1811.0625635380134,54
1259.7715848764078,748.7848967151438,72
1950.0344955141125,1503.2678063083765,87
1530.1091547218014,1625.7210234507743,80
1123.7939276605439,1404.6305834435861,66
1100.1102886955223,1473.7488534574109,98
821.6041962681745,767.3221979970978,98
1305.0408246428337,1738.1837556967726,52
2111.5324274615546,1883.7481946455616,75
1649.1013042770824,1806.71385046391,62
1295.3025514628448,2079.3087330831177,93
1962.614373514405,1660.7100062532775,87
1143.948093562671,1799.285793687495,71
1607.8615415907545,1637.9905725904525,70
1470.3712180616076,1903.7205631582735,78
1949.7517172185414,771.3303852959654,94
771.5722189646149,1113.154719373021,95
1135.0875315170374,2353.395031878572,88
741.0635748770985,329.7272923139237,54
1430.3880435197302,1489.8562384493544,63
2165.9001562405806,2146.0826831660606,67
1307.4627995976016,1513.3148705911442,53
1304.84443532654,1357.4396676366778,82
1996.0486165164334,1624.6560417696767,88
2094.4611836520153,1383.3851133608032,69
1515.9008707899702,1575.369949740496,62
1902.5438314493113,1218.2546851019615,85
1021.7091339853921,2114.2824133398885,94
2249.173571387072,2271.577663894857,53
2634.5395513928906,1493.2500423062152,84
1820.7943000187277,866.7004930164047,57
518.0205937529649,1298.0236182053288,89
1281.071273225473,1467.9508733105442,98
1866.599065259026,1812.7146418136304,96
1349.4449058411838,1055.9385917766874,85
2196.285681549414,1175.364044040951,55
1854.265036642298,1815.2832722914302,71
1206.9486540414669,2029.3996193818052,55
1576.3188098099918,1249.1481807766843,91
1113.2697941048202,893.3366763865284,85
1468.8939652181443,3202.004304005968,58
1282.8897842080894,1951.597321906383,65
2147.5673045408844,1426.4433224785107,88
2618.1924328398627,1994.4608411274462,95
844.5922378064893,1497.7168885048154,87
598.5782613194892,1993.5236479121195,82
1437.6001934986725,1639.6418022501375,67
800.978555010024,1605.5811524458131,61
1583.2922062598238,1503.154269246632,76
1934.6544613273286,836.2545366304815,96
2307.257353057778,2528.9926530585963,50
1660.8836837820058,1089.1782432281548,64
1463.6087919995757,879.9334152067291,96
570.9939461378232,1453.5152619838427,76
1573.2789790172644,1079.209296606773,65
1595.8300346990961,1534.0888080818909,70
1879.664811530738,1903.8271276429107,50
1205.9423536598197,2057.596653626638,78
1342.6601043064354,1967.3105641728673,52
821.1852767722731,1407.1291759691862,61
414.5400009823327,1584.7411171928193,77
1005.9378590259736,1763.8847288107718,88
775.023497297857,681.0514913909901,86
1728.5425521346708,1845.2375534219561,80
1301.1193760909366,831.2955595701106,80
1291.0678393869707,2580.1185028152713,82
1067.9798813367593,1357.6876610411787,82
-56.09631183185161,1467.5076147647308,96
2314.3417787981407,1175.0916537430987,89
1060.051143035971,1244.9601874341815,60
1353.9763694994117,2696.991987933646,95
832.74032177971,2030.130047673675,78
2046.1515761446822,785.3439807881073,74
1631.9008729430275,2312.0516537046415,62
1147.0037617914309,2156.566340932742,93
1364.0715987523533,1419.3389722178822,68
2399.2763654868004,1713.293674376945,85
1523.7016884837262,1552.4731636514894,77
1469.3196356164124,2546.2351555854925,53
1089.4956613547326,1161.8001088659812,52
612.8958291882138,1632.95050824989,87
1480.167067634693,1345.872537865624,86
1722.928960586674,843.4250010530993,92
2109.9786365882,2655.76433088952,74
435.9381371745376,969.1619138108202,90
997.6382409128507,1670.0097971059145,84
1269.8158591461402,689.5949001718587,78
1558.4459801377643,1360.4099337404798,90
1487.669558660154,1770.929614078755,78
1499.3420615807304,1147.578213610845,61
1764.2344337093375,1853.346128729854,84
1108.5398490348107,1425.4246574179851,69
2027.2571255412126,2139.986459561333,66
1776.9126252741057,2240.8256600321383,61
1400.2702723603256,1266.5728229970205,99
2360.640400368823,1598.3116330585049,85
2338.3944222102486,1651.6723165981427,59
2026.6340820212695,1869.6198510793756,67
50.90801914046892,1567.1362014841593,79
2349.658950783353,1655.0506830334475,57
1957.5656656603323,1438.2419659644665,90
2563.3907232808338,1617.5651368480355,62
2178.9187002911344,2208.9153001295927,80
2349.357743173008,1882.9868239679536,55
1999.5138295145548,1910.573023083711,56
2234.5330037471213,1921.4803654298155,70
2557.248274791585,1483.0408144215087,87
1668.4637736134682,1719.3587251517915,92
774.0711323853004,1017.3583641941541,98
1406.4559544167942,2194.349031520505,77
1755.1592041160836,168.4649871904162,93
1597.6301966101441,1516.3710071943137,70
936.905421344652,2130.3931919371635,70
744.6525918268758,878.0112365473557,73
1189.6050701069507,1759.835162170452,76
1964.0561824164408,1219.561980072513,76
2350.35628983585,1375.543570767592,62
2018.470211313216,2032.9156836817453,99
2088.900047981433,1658.9736663046015,78
1519.7786178425865,542.7672694198451,88
689.1451755713833,1071.7324334962273,77
1332.5761139830126,2047.613070806406,86
1430.8041984881759,1784.4165624585253,78
1311.660161006524,2434.0129896241688,97
1587.5338371116784,2401.269000368675,71
1780.8962843708405,1388.8226382886305,85
1986.693998546114,2811.5641058967703,79
1421.1264722411981,1572.1850382879818,77
608.3067016020685,1078.6109361575136,72
1318.7475447787979,1243.1252704067379,82
1582.0416029203573,431.58265071731694,53
2171.5903654910694,2363.454707486667,52
1276.2824833323125,2357.3261978839582,81
1816.4582186240661,1052.191483955366,53
1705.2303542420814,1446.0030591710733,50
1582.1366709860595,1607.7489754183152,61
2025.453064086661,1079.7686772909697,62
1229.7658060480749,682.3941877264456,83
1272.593179602607,1454.7664014735706,78
1554.2359928772512,1399.405488632403,58
1240.1131518775155,1365.7395828676388,80
1814.1925499516651,1671.3032346625087,56
1203.590252241299,2274.7050326250223,62
1673.3385082969326,1408.3988435161634,51
1510.100020030987,1645.166702722708,82
1667.6493868127181,1923.3804652344943,99
1330.3157068928456,1837.016666618401,56
1390.6422571609517,1252.7334411381055,67
1608.1910384228902,1608.1337649190443,57
1661.2236575050215,1833.715113446553,61
1558.0854467287872,995.7695346066375,92
2412.867582680907,2191.7147087602807,79
1064.8179450537232,2275.739655969082,58
1528.0845069480085,1198.5550756397795,77
773.3718933658729,1656.7802125361109,53
1746.2271437580584,1881.0843316975422,88
1002.5631362359583,1287.13812519765,66
1421.031276486077,1800.7521262060736,60
1374.1542417587023,1641.573016508109,51
1700.631967724951,825.986114542626,72
1283.7909456517752,1789.5258613513054,99
1262.533555577374,1009.8739952265084,71
2278.114636467314,2029.54662919305,75
1702.4697996616285,1224.339665795082,61
1279.6609784132313,1479.302486531454,81
1434.7695685187498,2246.0846600853138,58
2382.8638805597375,1808.136026626449,92
1442.6039652988168,1020.2082435747537,54
1215.5480928481713,1052.4869179624845,75
1217.688329361169,1260.2938090501636,56
1285.6231639295765,1757.2672450403595,78
1262.9375432110041,1739.0951108284105,82
920.3624802497437,1138.3940510305918,73
998.0863559508762,976.3404605548468,74
1145.5262172436803,1700.7369059049436,80
1855.971913650914,1469.0151704669454,78
1369.5677607879286,2638.553147085895,54
1456.605559877345,1578.2470316435658,87
2195.2304170518137,2467.071617212164,94
2207.6899793935745,974.7534043098564,60
1419.1239328554977,773.3387335811728,81
1244.7546490826608,999.9026370992591,57
1127.9712475875963,2154.5100940887596,69
1906.5742892784842,2437.9959982087935,83
1457.8327876632213,1168.8554763857094,96
1366.9389592629702,1329.6621884822475,91
1153.354116855589,975.4547482557765,57
1175.353199918671,654.1252798028328,51
1720.2155001709875,1919.1510522503413,70
902.4672714807342,1671.455354843108,64
2057.6207513183344,1565.1891946989642,55
1293.264082516906,859.9169347803364,54
1485.368432298469,2379.9235442763566,52
891.6974253540881,1308.2668343372898,92
1554.003435303183,1826.7584157702643,92
1396.0259330790855,832.6645007396642,65
1535.146104996132,1464.6826085520077,84
2296.0408536053105,1705.6324314813182,58
1649.0354273194853,1723.4828123886803,84
1162.8568123514633,1637.269474980339,68
1204.5264491510811,1807.2064493864127,92
1857.7519973812496,994.6849753455458,95
2209.5330499210772,1658.6315060818565,83
1701.1454147998902,1616.8240451021652,88
1904.54277670175,1675.7815454595568,59
1865.0552660927178,1596.1178120216173,59
2269.718611103126,923.3388164053276,69
585.3913180613489,901.0453273075395,50
1893.7958740766294,452.8111104197508,55
2052.054426376147,1968.7124582846752,95
890.8245513565786,1973.7739582296258,51
1117.3523124211572,1981.7203489730866,87
1134.7950301102885,1713.3401845927524,82
1195.7913062356736,493.3855945029709,52
1319.3278789566023,1046.5899574693933,85
1681.487810951836,1645.1529121585825,62
1993.0237300080503,1627.7042047579241,84
2100.8448833086336,1448.571096786016,64
1141.2748738404744,1744.4038048161497,94
1137.8349050728739,1565.7710572046492,71
2218.097324432477,1620.3304361377072,92
1883.5583721336875,1240.4125369460185,53
1601.6188253588634,2050.9506964228217,66
1796.8547422018487,1344.5593990218345,54
1545.2845134986449,894.6206618517132,70
1822.4787459481727,1174.445696952662,73
1392.153056171495,1385.7121076810363,80
1694.5888716439806,2056.94659754645,89
804.9133792396171,1538.81120414463,79
1216.2942570116497,1466.871093879202,91
1221.6808160291935,935.6134909807128,56
1372.9913878209081,1952.6864982768145,98
1096.9297770344913,1233.9691263503337,56
1293.4145915128242,1509.9312738913584,76
802.9793732253049,2300.0367418029587,73
1834.5366426218154,1814.3268688866788,68
1518.929644968668,745.8181795044393,90
707.5826005363568,675.1900851857903,83
1142.7714491510287,1527.7899783024034,71
1728.4871182054487,953.5748959246239,76
1288.6754312314704,1884.2185771785253,55
1211.7156743553169,1581.076735844516,59
1522.890065920327,1642.637587873958,94
1731.9851720134734,1206.5736125408498,80
842.010175904785,2430.6370310053794,74
1835.2506450333049,2981.242067367256,51
1160.039763620677,1420.6528414836691,59
1551.222420299466,1736.464827569527,59
1542.4763340786105,1608.6538748941828,75
1296.653345304478,1430.1017716414922,54
1048.356531359008,1143.909969495628,71
1417.3431303782336,1017.4612096217878,53
2372.851558961963,992.1465705992644,83
879.3488891925498,1762.5652161365992,56
2406.342913976803,1300.1079642602087,99
1430.3258188860991,270.7987782917612,66
1577.8721129686849,1782.3743136611877,60
1016.8309987320016,1540.8145621299484,99
1174.5516960856248,2233.2817040625996,57
1308.7315794053557,1746.506401907531,77
1037.3389189854092,820.6084052068778,93
1455.7274257389295,445.1068829970359,82
1356.6784585209798,1200.2090111930577,74
2485.576975642232,1247.3914930152,70
977.1993115841348,2031.5248038621098,61
1611.531662798659,1555.5097372172397,75
1684.1095453752775,2126.7894524112808,78
1025.0261300984466,897.528675510709,87
1903.6001521507847,2042.5773955522504,84
1361.0228979835513,1920.4397800774861,86
313.99157863283153,550.8281476464282,95
1890.1112104766478,2221.2541239924126,93
1001.7159623731834,1606.6744492452028,94
1036.2989313548157,1755.9674552962792,94
1904.1374458705643,1127.497147147815,78
1386.6056632151403,2197.568709823013,98
2019.0724797001153,967.0190387425915,73
2165.269452107025,1975.9912125489993,64
1237.7221742632164,1970.248941316362,55
1956.8176524018807,1072.8614892759153,81
1182.4560037279243,2551.632003073313,93
2676.7443629904537,1675.709443470786,83
1213.7079021587576,1886.8915084975386,85
2073.230124904367,796.3848056941486,69
1982.0814173651531,2618.8102048663086,61
1718.2303154788322,947.6667332494815,84
1224.9148237160236,2072.3884197449916,98
1484.4876584536607,1062.5593443961786,87
483.39234795208927,1250.4508019381851,66
1672.3964236154904,1954.32222530475,76
1734.994069938558,2073.721560199605,66
1626.936113955051,924.3030788049754,60
73.5333187780866,2105.1812878905234,88
927.3681818794598,2082.435450928623,51
1186.1409130000338,1090.96849893958,51
1706.0158710188884,2359.2690001575816,78
1704.8558572458576,831.5163892380074,94
1475.0745084387756,1247.5589119732188,73
1877.8091727263436,1799.4465154080208,73
1047.0652167729154,1133.1620610107232,65
1865.3039072713634,1691.8547462016968,80
1797.5574568443108,1680.483242763674,98
1748.9637708433206,1466.408068400666,92
1469.1661888815374,1976.1454726573063,58
2475.558316839996,1445.7648070332068,76
1806.7842486693046,1675.7157377689293,90
1076.0184727975857,2133.1811421059774,63
1684.3391422923573,1955.2883083749466,94
1936.4280929614745,1952.9538487691307,74
1266.1321049622104,985.3554022536363,92
2104.8225278899145,1822.3414911126872,93
1751.2032572823705,1120.695807877274,71
388.94723559169165,919.2377134730133,84
1710.0223930933284,1524.0920302195423,82
1357.1718272180076,1107.7976100362316,76
1828.7763116952333,1955.254062782015,89
2032.2938245502723,1967.2129332096883,75
1657.7674279952744,608.6320851463055,68
2392.8125213967132,1145.7939335735814,94
1470.8329621426174,830.051867403027,88
1872.5953159513028,1328.630565065581,94
1962.657691243039,1787.5330382964385,75
1511.5134199779989,1438.8011542728323,55
1949.5735584132563,1265.0655830284586,52
1262.849910843281,2210.033466768596,55
1348.902194913756,407.5166170638822,77
903.9420592562091,2178.381150121139,52
1680.8909626093887,1287.8010567842834,62
1722.8122423515374,1520.8906983056315,62
2149.8179837139796,1296.2635345019721,62
1955.7564066023072,2331.3892561315856,50
1417.7886261006488,944.4559549593966,89
971.0965607572268,1565.8133882229943,86
1776.6116056843523,1823.6645292920248,80
2115.5629906316863,754.4438194194427,66
1937.7788913263369,1099.9961181389497,58
2102.425166853009,1485.8559366129118,94
1454.241638825244,1116.612686019839,62
1326.8769203365425,1152.1493177524515,86
1191.7357283084657,1385.0138718238077,63
1532.2381711175676,1884.735869185113,60
1520.8910064399556,1388.5863149229542,74
1663.5252186939233,2099.1583005984994,80
1495.5376759066112,1061.066312032349,63
1493.3725395609797,933.9840731253001,56
1171.8393779382932,2523.1179062225933,73
2030.9959112001106,1230.9661395292708,98
1598.445435546221,904.4891998259465,85
1472.9644372817243,688.9182324761113,91
1186.471777799763,2097.496930266496,91
894.2298492288223,1389.2929460319967,96
2214.1685006990374,1433.0903358288272,93
1837.5057584902688,1480.3443475687066,90
748.2274831393817,2066.416645696917,52
1941.7575547791937,1470.180286374066,96
2021.4269895409197,2731.972092778339,93
1622.37446557483,1626.8254903891411,75
2359.241852300245,2090.8375868411867,96
1668.5462254858066,1962.5651323142297,75
851.7746404497703,1541.7215432330077,50
1742.7709049485256,1266.459710351795,64
1682.6350552807298,1725.9271676453031,60
1258.5379800352878,1814.994568965663,86
1846.9658228630778,1273.6521792987628,56
726.3537713289343,1643.1146363373543,61
2055.4698181457597,2178.0476924918244,87
1121.125552621639,2594.919072896866,52
1067.713341865849,1987.129863536737,91
1503.2740182706268,2491.3250465521674,75
1776.672868446183,1245.2580977587986,79
1642.1484362210801,1910.8863293916734,81
1188.856821538176,2229.2049576526624,85
1307.141758828421,1111.7785368760285,94
993.6652307356343,1317.1501473395217,86
1447.8464536094302,2428.8975842796517,67
2097.69701167982,1072.3957754685564,50
1558.0549356024271,889.3801870341711,70
1989.8935318040917,2323.935990181782,77
2287.887073287461,2158.3268158522455,97
1266.1771449058817,1776.005325353911,65
1466.899777896683,1537.0898260391127,97
2645.782834955613,1340.6829505595354,77
2282.3581104143377,1700.919640266552,71
723.984141518189,2349.8486820628013,68
1753.7605624548185,1679.2282664330644,97
1560.466400594213,2643.4248369855095,50
1973.4129598537465,1110.9742105419111,80
1187.6970206818376,1550.1048261978917,91
1140.3822184040291,1373.4158695300687,83
1222.1510467775606,1017.37443178086,95
1274.222131325149,1483.4033368571986,89
1967.8484878288723,1768.6098541922463,55
969.5858178499252,1822.0602933380414,77
1248.8794544447057,2645.1712928343045,52
665.6802091736447,1792.1789382238062,80
2063.7453161305516,2135.0136052018343,65
2195.701454139936,1592.9923265115144,66
1396.649688992472,2398.973003588324,93
1411.2117220177538,2759.169846156061,76
1786.7973555658139,1825.4877688500014,73
2297.427408113493,1063.6156956362356,69
1764.491778206324,1285.5426919734423,81
1211.415433186808,1700.9123549646074,84
750.7751184311451,1788.1942209873494,62
1002.6232730926214,1909.1577705542124,97
1596.7961295805978,1790.0440439770468,92
1232.522642823968,1563.4376614899957,69
1657.6702574197445,1241.8459827609622,97
1283.7243963062483,1760.5143339941412,51
1031.1131887771594,2487.438882102355,53
971.6705886978297,2069.9095060759037,76
2341.36365911098,1827.2971781801255,74
2004.680279016187,2074.728665273402,53
2425.4453803383444,1374.4131889116002,81
1830.1618548019167,1305.8126303203662,66
1345.1907001169457,1186.0526511790354,50
2221.856865669334,1497.3018919773074,82
1543.6524037434813,1348.9422550074864,79
1670.6072895695415,2164.082573688096,54
1538.7742148866057,1322.283494520932,61
86.73429478235812,1158.5843452495683,87
2362.5539105717917,2531.2337927773424,81
1805.688377403242,1334.2575878213547,87
1725.0979348586202,1636.709431987202,66
1529.298373289085,1785.6066157337323,94
1641.9003146174307,991.5986439016189,89
1261.5469365012414,2177.687088113561,81
1868.4760805780008,1878.5047235676402,73
906.637232224799,2339.1372093024174,61
1653.2206206596388,1220.3342347529763,96
1840.9731397099176,1609.5080996001063,80
1460.8518375129138,1579.623080859124,68
1745.6203006598776,1691.8894505370372,78
1064.5192083072402,832.6378290734459,70
1077.2730189763831,1615.3633927081376,75
1678.5449649375619,846.7132476501538,77
1899.461231734891,1739.112238960487,66
622.7535766735098,495.6206411027665,58
1821.1967219797484,634.1517862167332,70
1288.5856542361967,1969.2195615820256,99
1463.783360770659,1286.525975764635,83
890.4274426418467,1066.016166545906,60
1134.3777843310113,2195.3680138998006,69
2043.249067189521,1723.7583120262339,98
1576.6180914144718,1995.9903011289184,99
1368.797203569586,1476.824167201611,96
1501.942228108848,2899.759550312028,88
1804.792316756516,1257.688273082129,65
1780.4336525060342,2432.1929780419705,78
1522.6729042259649,1529.26218331207,50
2106.665959872699,732.6900059056534,67
2045.4177228776985,1801.3695762360808,71
1766.8724189895631,1717.3264840896081,57
1587.4922958794004,1034.2842962424115,56
1888.8469519841349,1098.8355647946692,74
1717.320115324957,1547.5963818195303,79
2090.586440327339,1734.8191109860172,83
2009.967092793519,324.61356192232597,93
1051.059453715501,2086.505929623928,97
1017.2048190535121,1312.6962164545375,90
1209.5616322223273,894.0714611629382,60
2048.255749457826,2030.4784790879917,64
772.0319060387425,1548.1362136527982,84
1757.565098978362,2168.0280917531536,72
1741.457949970846,1778.9213348519042,94
2141.5104337674616,1559.1879518880035,70
1650.355749756309,1483.5802308719483,77
888.581709132415,1801.3015836400953,62
1080.5089241003038,1353.1795739573613,83
969.188643475453,1133.6589089887766,87
1291.214421257795,1864.8997646893483,55
1468.735620712402,1487.7012826398118,93
977.4656413138368,1576.7290273965295,53
2295.51739975051,2104.6351214393303,54
897.5457184481447,1503.006899494156,89
2233.2381163556056,1567.4621661329218,55
